artista,artista_link,bandeira
"Aphex Twin","https://www.cifras.com.br/aphex-twin","https://www.e-chords.com/t/f2.gif"
"Aphrodite's Child","https://www.cifras.com.br/aphrodites-child","https://www.e-chords.com/t/f41.gif"
"Aphrodites Child","https://www.cifras.com.br/aphrodites-child","https://www.e-chords.com/t/f10.gif"
"Apink","https://www.cifras.com.br/apink","https://www.e-chords.com/t/f68.gif"
"Apink Bnn","https://www.cifras.com.br/apink-bnn","https://www.e-chords.com/t/f68.gif"
"Apit","https://www.cifras.com.br/apit","https://www.e-chords.com/t/f68.gif"
"Aplenah","https://www.cifras.com.br/aplenah","https://www.e-chords.com/t/f1.gif"
"APN","https://www.cifras.com.br/apn","https://www.e-chords.com/t/f1.gif"
"Apo Hiking Society","https://www.cifras.com.br/apo-hiking-society","https://www.e-chords.com/t/f68.gif"
"Apocalipisi","https://www.cifras.com.br/apocalipisi","https://www.e-chords.com/t/f1.gif"
"Apocalipse","https://www.cifras.com.br/apocalipse","https://www.e-chords.com/t/f1.gif"
"Apocalipse 16","https://www.cifras.com.br/apocalipse-16","https://www.e-chords.com/t/f1.gif"
"Apocalipse 16 e Lito Atalaia","https://www.cifras.com.br/apocalipse-16-e-lito-atalaia","https://www.e-chords.com/t/f1.gif"
"Apocalipse 21","https://www.cifras.com.br/apocalipse-21","https://www.e-chords.com/t/f1.gif"
"Apocalypse","https://www.cifras.com.br/apocalypse","https://www.e-chords.com/t/f5.gif"
"Apocalypsis Antu","https://www.cifras.com.br/apocalypsis-antu","https://www.e-chords.com/t/f1.gif"
"Apocalyptica","https://www.cifras.com.br/apocalyptica","https://www.e-chords.com/t/f19.gif"
"Apogeu","https://www.cifras.com.br/apogeu","https://www.e-chords.com/t/f1.gif"
"Apollo 100","https://www.cifras.com.br/apollo-100","https://www.e-chords.com/t/f68.gif"
"Apollo 3","https://www.cifras.com.br/apollo-3","https://www.e-chords.com/t/f7.gif"
"Apollo Drive","https://www.cifras.com.br/apollo-drive","https://www.e-chords.com/t/f68.gif"
"Apollo Pinheiro","https://www.cifras.com.br/apollo-pinheiro","https://www.e-chords.com/t/f1.gif"
"Apollo Sunshine","https://www.cifras.com.br/apollo-sunshine","https://www.e-chords.com/t/f10.gif"
"Apologies I Have None","https://www.cifras.com.br/apologies-i-have-none","https://www.e-chords.com/t/f68.gif"
"Apoptygma Berzerk","https://www.cifras.com.br/apoptygma-berzerk","https://www.e-chords.com/t/f20.gif"
"Apostolo Valdemiro Santiago","https://www.cifras.com.br/apostolo-valdemiro-santiago","https://www.e-chords.com/t/f1.gif"
"Apóstrofes","https://www.cifras.com.br/apostrofes","https://www.e-chords.com/t/f1.gif"
"Appez","https://www.cifras.com.br/appez","https://www.e-chords.com/t/f1.gif"
"Appino","https://www.cifras.com.br/appino","https://www.e-chords.com/t/f68.gif"
"Apples in Stereo","https://www.cifras.com.br/apples-in-stereo","https://www.e-chords.com/t/f10.gif"
"Appleseed Cast","https://www.cifras.com.br/appleseed-cast","https://www.e-chords.com/t/f68.gif"
"April Boy Regino","https://www.cifras.com.br/april-boy-regino","https://www.e-chords.com/t/f38.gif"
"April Boys","https://www.cifras.com.br/april-boys","https://www.e-chords.com/t/f68.gif"
"April Kry","https://www.cifras.com.br/april-kry","https://www.e-chords.com/t/f68.gif"
"April Smith And The Great Picture Show","https://www.cifras.com.br/april-smith-and-the-great-picture-show","https://www.e-chords.com/t/f10.gif"
"April Stevens","https://www.cifras.com.br/april-stevens","https://www.e-chords.com/t/f2.gif"
"April Wine","https://www.cifras.com.br/april-wine","https://www.e-chords.com/t/f14.gif"
"Aprovados por Cristo","https://www.cifras.com.br/aprovados-por-cristo","https://www.e-chords.com/t/f1.gif"
"APSONG","https://www.cifras.com.br/apsong","https://www.e-chords.com/t/f1.gif"
"Apulanta","https://www.cifras.com.br/apulanta","https://www.e-chords.com/t/f19.gif"
"Aqasha","https://www.cifras.com.br/aqasha","https://www.e-chords.com/t/f34.gif"
"Aqua","https://www.cifras.com.br/aqua","https://www.e-chords.com/t/f30.gif"
"Aqua Timez","https://www.cifras.com.br/aqua-timez","https://www.e-chords.com/t/f9.gif"
"Aqualung","https://www.cifras.com.br/aqualung","https://www.e-chords.com/t/f10.gif"
"Aquelarre","https://www.cifras.com.br/aquelarre","https://www.e-chords.com/t/f27.gif"
"Aquele Hugo","https://www.cifras.com.br/aquele-hugo","https://www.e-chords.com/t/f1.gif"
"Aquerles Ascanio","https://www.cifras.com.br/aquerles-ascanio","https://www.e-chords.com/t/f1.gif"
"Aquila Campos","https://www.cifras.com.br/aquila-campos","https://www.e-chords.com/t/f1.gif"
"Aquiles Maior","https://www.cifras.com.br/aquiles-maior","https://www.e-chords.com/t/f1.gif"
"Aquilo","https://www.cifras.com.br/aquilo","https://www.e-chords.com/t/f68.gif"
"Aquino e a Orquestra Invisível","https://www.cifras.com.br/aquino-e-a-orquestra-invisivel","https://www.e-chords.com/t/f1.gif"
"Ar Rahman","https://www.cifras.com.br/ar-rahman","https://www.e-chords.com/t/f39.gif"
"ARA","https://www.cifras.com.br/ara","https://www.e-chords.com/t/f68.gif"
"Ara AF","https://www.cifras.com.br/ara-af","https://www.e-chords.com/t/f68.gif"
"Ara Johari","https://www.cifras.com.br/ara-johari","https://www.e-chords.com/t/f68.gif"
"Araçá Blu","https://www.cifras.com.br/araca-blu","https://www.e-chords.com/t/f1.gif"
"Araca la cana","https://www.cifras.com.br/araca-la-cana","https://www.e-chords.com/t/f35.gif"
"Aracely Arambula","https://www.cifras.com.br/aracely-arambula","https://www.e-chords.com/t/f6.gif"
"Aracy de Almeida","https://www.cifras.com.br/aracy-de-almeida","https://www.e-chords.com/t/f1.gif"
"Arafrojada","https://www.cifras.com.br/arafrojada","https://www.e-chords.com/t/f1.gif"
"Arak Pacha","https://www.cifras.com.br/arak-pacha","https://www.e-chords.com/t/f18.gif"
"Araketu","https://www.cifras.com.br/araketu","https://www.e-chords.com/t/f1.gif"
"Aram Mp3","https://www.cifras.com.br/aram-mp3","https://www.e-chords.com/t/f68.gif"
"Aranda","https://www.cifras.com.br/aranda","https://www.e-chords.com/t/f10.gif"
"Aranmaybe","https://www.cifras.com.br/aranmaybe","https://www.e-chords.com/t/f68.gif"
"Aranxa Rivera","https://www.cifras.com.br/aranxa-rivera","https://www.e-chords.com/t/f68.gif"
"Ararat","https://www.cifras.com.br/ararat","https://www.e-chords.com/t/f68.gif"
"Ararat Worship Collective","https://www.cifras.com.br/ararat-worship-collective","https://www.e-chords.com/t/f68.gif"
"Arash","https://www.cifras.com.br/arash","https://www.e-chords.com/t/f7.gif"
"Arashi","https://www.cifras.com.br/arashi","https://www.e-chords.com/t/f9.gif"
"Arath Herce","https://www.cifras.com.br/arath-herce","https://www.e-chords.com/t/f68.gif"
"Araucaria","https://www.cifras.com.br/araucaria","https://www.e-chords.com/t/f27.gif"
"Arautos da Canção","https://www.cifras.com.br/arautos-da-cancao","https://www.e-chords.com/t/f1.gif"
"Arautos do Evangelho","https://www.cifras.com.br/arautos-do-evangelho","https://www.e-chords.com/t/f1.gif"
"Arautos do Rei","https://www.cifras.com.br/arautos-do-rei","https://www.e-chords.com/t/f1.gif"
"Arawato","https://www.cifras.com.br/arawato","https://www.e-chords.com/t/f68.gif"
"Arbol","https://www.cifras.com.br/arbol","https://www.e-chords.com/t/f27.gif"
"Arboles de Justicia","https://www.cifras.com.br/arboles-de-justicia","https://www.e-chords.com/t/f68.gif"
"Arbolito","https://www.cifras.com.br/arbolito","https://www.e-chords.com/t/f27.gif"
"Arbovirus","https://www.cifras.com.br/arbovirus","https://www.e-chords.com/t/f68.gif"
"Arc Angels","https://www.cifras.com.br/arc-angels","https://www.e-chords.com/t/f68.gif"
"Arca da Adoração","https://www.cifras.com.br/arca-da-adoracao","https://www.e-chords.com/t/f1.gif"
"Arcade Fire","https://www.cifras.com.br/arcade-fire","https://www.e-chords.com/t/f10.gif"
"Arcadia","https://www.cifras.com.br/arcadia","https://www.e-chords.com/t/f68.gif"
"Arcadian","https://www.cifras.com.br/arcadian","https://www.e-chords.com/t/f68.gif"
"Arcane","https://www.cifras.com.br/arcane","https://www.e-chords.com/t/f12.gif"
"Arcane Roots","https://www.cifras.com.br/arcane-roots","https://www.e-chords.com/t/f2.gif"
"Arcangel","https://www.cifras.com.br/arcangel","https://www.e-chords.com/t/f42.gif"
"Arcanne","https://www.cifras.com.br/arcanne","https://www.e-chords.com/t/f10.gif"
"Arcanos","https://www.cifras.com.br/arcanos","https://www.e-chords.com/t/f60.gif"
"Arcanova","https://www.cifras.com.br/arcanova","https://www.e-chords.com/t/f1.gif"
"Arch Enemy","https://www.cifras.com.br/arch-enemy","https://www.e-chords.com/t/f24.gif"
"Arch/Matheos","https://www.cifras.com.br/archmatheos","https://www.e-chords.com/t/f10.gif"
"Archangellus","https://www.cifras.com.br/archangellus","https://www.e-chords.com/t/f1.gif"
"Archer Park","https://www.cifras.com.br/archer-park","https://www.e-chords.com/t/f10.gif"
"Archer Prewitt","https://www.cifras.com.br/archer-prewitt","https://www.e-chords.com/t/f68.gif"
"Archers of Loaf","https://www.cifras.com.br/archers-of-loaf","https://www.e-chords.com/t/f68.gif"
"Archgoat","https://www.cifras.com.br/archgoat","https://www.e-chords.com/t/f68.gif"
"Archie Fisher","https://www.cifras.com.br/archie-fisher","https://www.e-chords.com/t/f10.gif"
"Archie Roach","https://www.cifras.com.br/archie-roach","https://www.e-chords.com/t/f68.gif"
"Archimede","https://www.cifras.com.br/archimede","https://www.e-chords.com/t/f68.gif"
"Architects","https://www.cifras.com.br/architects","https://www.e-chords.com/t/f12.gif"
"Architecture In Helsinki","https://www.cifras.com.br/architecture-in-helsinki","https://www.e-chords.com/t/f12.gif"
"Archive","https://www.cifras.com.br/archive","https://www.e-chords.com/t/f2.gif"
"Arckano","https://www.cifras.com.br/arckano","https://www.e-chords.com/t/f68.gif"
"Arco e Flecha","https://www.cifras.com.br/arco-e-flecha","https://www.e-chords.com/t/f1.gif"
"Arco Elétrico","https://www.cifras.com.br/arco-eletrico","https://www.e-chords.com/t/f1.gif"
"Arco Iris","https://www.cifras.com.br/arco-iris","https://www.e-chords.com/t/f68.gif"
"Arco-Iris do Forro","https://www.cifras.com.br/arco-iris-do-forro","https://www.e-chords.com/t/f1.gif"
"Arcoiris","https://www.cifras.com.br/arcoiris","https://www.e-chords.com/t/f27.gif"
"Arctic Monkeys","https://www.cifras.com.br/arctic-monkeys","https://www.e-chords.com/t/f2.gif"
"Ardhito Pramono","https://www.cifras.com.br/ardhito-pramono","https://www.e-chords.com/t/f68.gif"
"Ardid","https://www.cifras.com.br/ardid","https://www.e-chords.com/t/f6.gif"
"Area 11","https://www.cifras.com.br/area-11","https://www.e-chords.com/t/f2.gif"
"Area 12","https://www.cifras.com.br/area-12","https://www.e-chords.com/t/f17.gif"
"Area 305","https://www.cifras.com.br/area-305","https://www.e-chords.com/t/f40.gif"
"Area 69","https://www.cifras.com.br/area-69","https://www.e-chords.com/t/f22.gif"
"Area 7","https://www.cifras.com.br/area-7","https://www.e-chords.com/t/f12.gif"
"Areia Lima","https://www.cifras.com.br/areia-lima","https://www.e-chords.com/t/f1.gif"
"Arele Vachtchuk","https://www.cifras.com.br/arele-vachtchuk","https://www.e-chords.com/t/f1.gif"
"Arena","https://www.cifras.com.br/arena","https://www.e-chords.com/t/f68.gif"
"Arena Hash","https://www.cifras.com.br/arena-hash","https://www.e-chords.com/t/f22.gif"
"Arena Jovem","https://www.cifras.com.br/arena-jovem","https://www.e-chords.com/t/f1.gif"
"Arena Jovem Jpa","https://www.cifras.com.br/arena-jovem-jpa","https://www.e-chords.com/t/f1.gif"
"Arena Louvor","https://www.cifras.com.br/arena-louvor-","https://www.e-chords.com/t/f1.gif"
"Arena X","https://www.cifras.com.br/arena-x","https://www.e-chords.com/t/f1.gif"
"Arequipa","https://www.cifras.com.br/arequipa","https://www.e-chords.com/t/f1.gif"
"Aresia","https://www.cifras.com.br/aresia","https://www.e-chords.com/t/f1.gif"
"Aressa Reis","https://www.cifras.com.br/aressa-reis","https://www.e-chords.com/t/f1.gif"
"Aretha Franklin","https://www.cifras.com.br/aretha-franklin","https://www.e-chords.com/t/f2.gif"
"Arevalo","https://www.cifras.com.br/arevalo","https://www.e-chords.com/t/f68.gif"
"AreZou","https://www.cifras.com.br/arezou","https://www.e-chords.com/t/f68.gif"
"Argemiro Patrocinio","https://www.cifras.com.br/argemiro-patrocinio","https://www.e-chords.com/t/f1.gif"
"Argent","https://www.cifras.com.br/argent","https://www.e-chords.com/t/f10.gif"
"Argentino Luna","https://www.cifras.com.br/argentino-luna","https://www.e-chords.com/t/f27.gif"
"Argo","https://www.cifras.com.br/argo","https://www.e-chords.com/t/f68.gif"
"Argyle Goolsby","https://www.cifras.com.br/argyle-goolsby","https://www.e-chords.com/t/f68.gif"
"Arhangel","https://www.cifras.com.br/arhangel","https://www.e-chords.com/t/f68.gif"
"Arhes 21","https://www.cifras.com.br/arhes-21","https://www.e-chords.com/t/f1.gif"
"Ari Acustico","https://www.cifras.com.br/ari-acustico","https://www.e-chords.com/t/f1.gif"
"Ari Bento","https://www.cifras.com.br/ari-bento","https://www.e-chords.com/t/f1.gif"
"Ari Borovoy","https://www.cifras.com.br/ari-borovoy","https://www.e-chords.com/t/f6.gif"
"Ari Dry","https://www.cifras.com.br/ari-dry","https://www.e-chords.com/t/f10.gif"
"Ari Escamilla","https://www.cifras.com.br/ari-escamilla","https://www.e-chords.com/t/f68.gif"
"Ari Hest","https://www.cifras.com.br/ari-hest","https://www.e-chords.com/t/f10.gif"
"Ari Jr e Banda","https://www.cifras.com.br/ari-jr-e-banda","https://www.e-chords.com/t/f1.gif"
"Ari Lasso","https://www.cifras.com.br/ari-lasso","https://www.e-chords.com/t/f48.gif"
"Ari Lennox","https://www.cifras.com.br/ari-lennox","https://www.e-chords.com/t/f68.gif"
"Ari Perciano","https://www.cifras.com.br/ari-perciano","https://www.e-chords.com/t/f1.gif"
"Ari Sousa","https://www.cifras.com.br/ari-sousa","https://www.e-chords.com/t/f1.gif"
"Ari Teixeira","https://www.cifras.com.br/ari-teixeira","https://www.e-chords.com/t/f1.gif"
"Ariadna Project","https://www.cifras.com.br/ariadna-project","https://www.e-chords.com/t/f68.gif"
"Ariah","https://www.cifras.com.br/ariah","https://www.e-chords.com/t/f1.gif"
"Ariana Grande","https://www.cifras.com.br/ariana-grande","https://www.e-chords.com/t/f10.gif"
"Ariana Ortas","https://www.cifras.com.br/ariana-ortas","https://www.e-chords.com/t/f68.gif"
"Ariana Zar","https://www.cifras.com.br/ariana-zar","https://www.e-chords.com/t/f68.gif"
"Ariane","https://www.cifras.com.br/ariane","https://www.e-chords.com/t/f1.gif"
"Ariane Amorim","https://www.cifras.com.br/ariane-amorim","https://www.e-chords.com/t/f1.gif"
"Ariane Loureiro","https://www.cifras.com.br/ariane-loureiro","https://www.e-chords.com/t/f1.gif"
"Ariane Moffatt","https://www.cifras.com.br/ariane-moffatt","https://www.e-chords.com/t/f14.gif"
"Ariane Rodrigues","https://www.cifras.com.br/ariane-rodrigues","https://www.e-chords.com/t/f1.gif"
"Ariane Villa Lobos","https://www.cifras.com.br/ariane-villa-lobos","https://www.e-chords.com/t/f1.gif"
"Arianne","https://www.cifras.com.br/arianne","https://www.e-chords.com/t/f1.gif"
"Arid","https://www.cifras.com.br/arid","https://www.e-chords.com/t/f47.gif"
"Ariel","https://www.cifras.com.br/ariel","https://www.e-chords.com/t/f10.gif"
"Ariel Barreras","https://www.cifras.com.br/ariel-barreras","https://www.e-chords.com/t/f68.gif"
"Ariel Borda","https://www.cifras.com.br/ariel-borda","https://www.e-chords.com/t/f68.gif"
"Ariel Camacho","https://www.cifras.com.br/ariel-camacho","https://www.e-chords.com/t/f68.gif"
"Ariel Camacho y los Plebes del Rancho","https://www.cifras.com.br/ariel-camacho-y-los-plebes-del-rancho","https://www.e-chords.com/t/f68.gif"
"Ariel Cordero","https://www.cifras.com.br/ariel-cordero","https://www.e-chords.com/t/f1.gif"
"Ariel Coronel","https://www.cifras.com.br/ariel-coronel","https://www.e-chords.com/t/f68.gif"
"Ariel Costantino","https://www.cifras.com.br/ariel-costantino","https://www.e-chords.com/t/f25.gif"
"Ariel Leira","https://www.cifras.com.br/ariel-leira","https://www.e-chords.com/t/f27.gif"
"Ariel Letícia","https://www.cifras.com.br/ariel-leticia","https://www.e-chords.com/t/f1.gif"
"Ariel Mançanares","https://www.cifras.com.br/ariel-mancanares","https://www.e-chords.com/t/f1.gif"
"Ariel Minimal","https://www.cifras.com.br/ariel-minimal","https://www.e-chords.com/t/f68.gif"
"Ariel Nan","https://www.cifras.com.br/ariel-nan","https://www.e-chords.com/t/f27.gif"
"Ariel Pink","https://www.cifras.com.br/ariel-pink","https://www.e-chords.com/t/f68.gif"
"Ariel Pinks Haunted Graffiti","https://www.cifras.com.br/ariel-pinks-haunted-graffiti","https://www.e-chords.com/t/f68.gif"
"Ariel Ramírez","https://www.cifras.com.br/ariel-ramirez","https://www.e-chords.com/t/f27.gif"
"Ariel Ricardo CCB","https://www.cifras.com.br/ariel-ricardo-ccb","https://www.e-chords.com/t/f1.gif"
"Ariel Rivera","https://www.cifras.com.br/ariel-rivera","https://www.e-chords.com/t/f38.gif"
"Ariel Rot","https://www.cifras.com.br/ariel-rot","https://www.e-chords.com/t/f27.gif"
"Ariel Sebastian","https://www.cifras.com.br/ariel-sebastian","https://www.e-chords.com/t/f68.gif"
"Ariel Soto","https://www.cifras.com.br/ariel-soto","https://www.e-chords.com/t/f6.gif"
"Ariel Souza","https://www.cifras.com.br/ariel-souza","https://www.e-chords.com/t/f1.gif"
"Ariel Teles da Silva","https://www.cifras.com.br/ariel-teles-da-silva","https://www.e-chords.com/t/f1.gif"
"Ariel Vargas","https://www.cifras.com.br/ariel-vargas","https://www.e-chords.com/t/f1.gif"
"Arielle O'Keefe","https://www.cifras.com.br/arielle-okeefe","https://www.e-chords.com/t/f25.gif"
"Arielly Cristina","https://www.cifras.com.br/arielly-cristina","https://www.e-chords.com/t/f1.gif"
"Ariely Bonatti","https://www.cifras.com.br/ariely-bonatti","https://www.e-chords.com/t/f1.gif"
"Aries Sales","https://www.cifras.com.br/aries-sales","https://www.e-chords.com/t/f68.gif"
"Aries Vigoth","https://www.cifras.com.br/aries-vigoth","https://www.e-chords.com/t/f68.gif"
"Arieta Magrini","https://www.cifras.com.br/arieta-magrini","https://www.e-chords.com/t/f1.gif"
"Arif Alfiansyah","https://www.cifras.com.br/arif-alfiansyah","https://www.e-chords.com/t/f68.gif"
"Ariih Rodriguez","https://www.cifras.com.br/ariih-rodriguez","https://www.e-chords.com/t/f1.gif"
"Arijit Singh","https://www.cifras.com.br/arijit-singh","https://www.e-chords.com/t/f46.gif"
"Arijit Singh & Antara Mitra","https://www.cifras.com.br/arijit-singh-antara-mitra","https://www.e-chords.com/t/f68.gif"
"Arik Brauer","https://www.cifras.com.br/arik-brauer","https://www.e-chords.com/t/f68.gif"
"Arik Einstein","https://www.cifras.com.br/arik-einstein","https://www.e-chords.com/t/f68.gif"
"Arildo Fernandes","https://www.cifras.com.br/arildo-fernandes","https://www.e-chords.com/t/f1.gif"
"Arilson Nascimento","https://www.cifras.com.br/arilson-nascimento","https://www.e-chords.com/t/f1.gif"
"Arina Chloe","https://www.cifras.com.br/arina-chloe","https://www.e-chords.com/t/f68.gif"
"Arins","https://www.cifras.com.br/arins","https://www.e-chords.com/t/f1.gif"
"Arion Kurtz","https://www.cifras.com.br/arion-kurtz","https://www.e-chords.com/t/f1.gif"
"Arisa","https://www.cifras.com.br/arisa","https://www.e-chords.com/t/f4.gif"
"Aristênio Benício","https://www.cifras.com.br/aristenio-benicio","https://www.e-chords.com/t/f1.gif"
"Aristeu Pires Jr","https://www.cifras.com.br/aristeu-pires-jr","https://www.e-chords.com/t/f1.gif"
"Aristeu Pires Jr.","https://www.cifras.com.br/aristeu-pires-jr","https://www.e-chords.com/t/f1.gif"
"Aristides Bonança","https://www.cifras.com.br/aristides-bonanca","https://www.e-chords.com/t/f1.gif"
"Aristides Moreno","https://www.cifras.com.br/aristides-moreno","https://www.e-chords.com/t/f3.gif"
"Ariston Robert","https://www.cifras.com.br/ariston-robert","https://www.e-chords.com/t/f1.gif"
"Arite Mann","https://www.cifras.com.br/arite-mann","https://www.e-chords.com/t/f68.gif"
"Ariza","https://www.cifras.com.br/ariza","https://www.e-chords.com/t/f68.gif"
"Arizona Zervas","https://www.cifras.com.br/arizona-zervas","https://www.e-chords.com/t/f68.gif"
"Ariztía","https://www.cifras.com.br/ariztia","https://www.e-chords.com/t/f18.gif"
"Arja Koriseva","https://www.cifras.com.br/arja-koriseva","https://www.e-chords.com/t/f68.gif"
"Arjan Brass","https://www.cifras.com.br/arjan-brass","https://www.e-chords.com/t/f10.gif"
"Arjit Singh","https://www.cifras.com.br/arjit-singh","https://www.e-chords.com/t/f68.gif"
"Ark","https://www.cifras.com.br/ark","https://www.e-chords.com/t/f68.gif"
"Arkabuz","https://www.cifras.com.br/arkabuz","https://www.e-chords.com/t/f68.gif"
"Arkangel","https://www.cifras.com.br/arkangel","https://www.e-chords.com/t/f40.gif"
"Arkawa","https://www.cifras.com.br/arkawa","https://www.e-chords.com/t/f68.gif"
"Arkaya","https://www.cifras.com.br/arkaya","https://www.e-chords.com/t/f1.gif"
"Arkells","https://www.cifras.com.br/arkells","https://www.e-chords.com/t/f14.gif"
"Arkham 7","https://www.cifras.com.br/arkham-7","https://www.e-chords.com/t/f1.gif"
"Arkham Karvers","https://www.cifras.com.br/arkham-karvers","https://www.e-chords.com/t/f68.gif"
"Arkton Lohan","https://www.cifras.com.br/arkton-lohan","https://www.e-chords.com/t/f1.gif"
"Arleigh Duff","https://www.cifras.com.br/arleigh-duff","https://www.e-chords.com/t/f10.gif"
"Arlene Smith and The Chantels","https://www.cifras.com.br/arlene-smith-and-the-chantels","https://www.e-chords.com/t/f10.gif"
"Arleno Farias","https://www.cifras.com.br/arleno-farias","https://www.e-chords.com/t/f1.gif"
"Arlequín","https://www.cifras.com.br/arlequin","https://www.e-chords.com/t/f27.gif"
"Arley Bastos","https://www.cifras.com.br/arley-bastos","https://www.e-chords.com/t/f1.gif"
"Arley e Dudu","https://www.cifras.com.br/arley-e-dudu","https://www.e-chords.com/t/f68.gif"
"Arlinda Ventura","https://www.cifras.com.br/arlinda-ventura","https://www.e-chords.com/t/f1.gif"
"Arlindo Convento Filho","https://www.cifras.com.br/arlindo-convento-filho","https://www.e-chords.com/t/f1.gif"
"Arlindo Cruz","https://www.cifras.com.br/arlindo-cruz","https://www.e-chords.com/t/f1.gif"
"Arlindo Cruz & Sombrinha","https://www.cifras.com.br/arlindo-cruz-sombrinha","https://www.e-chords.com/t/f1.gif"
"Arlindo e Antenor","https://www.cifras.com.br/arlindo-e-antenor","https://www.e-chords.com/t/f1.gif"
"Arlindo Jr.","https://www.cifras.com.br/arlindo-jr","https://www.e-chords.com/t/f1.gif"
"Arlindo Lima","https://www.cifras.com.br/arlindo-lima","https://www.e-chords.com/t/f1.gif"
"Arliss Nancy","https://www.cifras.com.br/arliss-nancy","https://www.e-chords.com/t/f68.gif"
"Arlissa","https://www.cifras.com.br/arlissa","https://www.e-chords.com/t/f68.gif"
"Arllen Philipe","https://www.cifras.com.br/arllen-philipe","https://www.e-chords.com/t/f1.gif"
"Arlo Guthrie","https://www.cifras.com.br/arlo-guthrie","https://www.e-chords.com/t/f10.gif"
"Arlo McKinley","https://www.cifras.com.br/arlo-mckinley","https://www.e-chords.com/t/f68.gif"
"Arlo Parks","https://www.cifras.com.br/arlo-parks","https://www.e-chords.com/t/f68.gif"
"Arlon Oliveira","https://www.cifras.com.br/arlon-oliveira","https://www.e-chords.com/t/f1.gif"
"Armaan Malik","https://www.cifras.com.br/armaan-malik","https://www.e-chords.com/t/f68.gif"
"Armada","https://www.cifras.com.br/armada","https://www.e-chords.com/t/f25.gif"
"Armadinho de Melo","https://www.cifras.com.br/armadinho-de-melo","https://www.e-chords.com/t/f1.gif"
"Armand","https://www.cifras.com.br/armand","https://www.e-chords.com/t/f68.gif"
"Armandinho","https://www.cifras.com.br/armandinho","https://www.e-chords.com/t/f1.gif"
"Armandinho & Banda","https://www.cifras.com.br/armandinho-banda","https://www.e-chords.com/t/f1.gif"
"Armandinho de Melo","https://www.cifras.com.br/armandinho-de-melo","https://www.e-chords.com/t/f1.gif"
"Armando Cavalcanti e Klecius Caldas","https://www.cifras.com.br/armando-cavalcanti-e-klecius-caldas","https://www.e-chords.com/t/f1.gif"
"Armando e Aquiles","https://www.cifras.com.br/armando-e-aquiles","https://www.e-chords.com/t/f1.gif"
"Armando Espinza","https://www.cifras.com.br/armando-espinza","https://www.e-chords.com/t/f37.gif"
"Armando Filho","https://www.cifras.com.br/armando-filho","https://www.e-chords.com/t/f1.gif"
"Armando Flores","https://www.cifras.com.br/armando-flores","https://www.e-chords.com/t/f6.gif"
"Armando Gama","https://www.cifras.com.br/armando-gama","https://www.e-chords.com/t/f11.gif"
"Armando Garzón","https://www.cifras.com.br/armando-garzon","https://www.e-chords.com/t/f68.gif"
"Armando Hormigo","https://www.cifras.com.br/armando-hormigo","https://www.e-chords.com/t/f6.gif"
"Armando Manzanero","https://www.cifras.com.br/armando-manzanero","https://www.e-chords.com/t/f1.gif"
"Armando Masse","https://www.cifras.com.br/armando-masse","https://www.e-chords.com/t/f22.gif"
"Armando Palomas","https://www.cifras.com.br/armando-palomas","https://www.e-chords.com/t/f6.gif"
"Armando Rosas","https://www.cifras.com.br/armando-rosas","https://www.e-chords.com/t/f6.gif"
"Armando Subias","https://www.cifras.com.br/armando-subias","https://www.e-chords.com/t/f6.gif"
"Armando y el Expreso de Bohemia","https://www.cifras.com.br/armando-y-el-expreso-de-bohemia","https://www.e-chords.com/t/f3.gif"
"Armazém 21","https://www.cifras.com.br/armazem-21","https://www.e-chords.com/t/f1.gif"
"Armchair Martian","https://www.cifras.com.br/armchair-martian","https://www.e-chords.com/t/f68.gif"
"Armin Van Buuren","https://www.cifras.com.br/armin-van-buuren","https://www.e-chords.com/t/f53.gif"
"Armonía 10","https://www.cifras.com.br/armonia-10","https://www.e-chords.com/t/f22.gif"
"Armor For Sleep","https://www.cifras.com.br/armor-for-sleep","https://www.e-chords.com/t/f10.gif"
"Army of Anyone","https://www.cifras.com.br/army-of-anyone","https://www.e-chords.com/t/f10.gif"
"Army Of Freshmen","https://www.cifras.com.br/army-of-freshmen","https://www.e-chords.com/t/f68.gif"
"Arnaldo Antunes","https://www.cifras.com.br/arnaldo-antunes","https://www.e-chords.com/t/f1.gif"
"Arnaldo Baptista","https://www.cifras.com.br/arnaldo-baptista","https://www.e-chords.com/t/f1.gif"
"Arnaldo Luis Miranda","https://www.cifras.com.br/arnaldo-luis-miranda","https://www.e-chords.com/t/f1.gif"
"Arnaldo Moreno","https://www.cifras.com.br/arnaldo-moreno","https://www.e-chords.com/t/f1.gif"
"Arnaldo Soares","https://www.cifras.com.br/arnaldo-soares","https://www.e-chords.com/t/f1.gif"
"Arnau Griso","https://www.cifras.com.br/arnau-griso","https://www.e-chords.com/t/f68.gif"
"Arnel De Pano","https://www.cifras.com.br/arnel-de-pano","https://www.e-chords.com/t/f25.gif"
"Arno","https://www.cifras.com.br/arno","https://www.e-chords.com/t/f68.gif"
"Arno Claus","https://www.cifras.com.br/arno-claus","https://www.e-chords.com/t/f7.gif"
"Arnob","https://www.cifras.com.br/arnob","https://www.e-chords.com/t/f68.gif"
"Arnold Eddy","https://www.cifras.com.br/arnold-eddy","https://www.e-chords.com/t/f10.gif"
"Arnulfo Briceño","https://www.cifras.com.br/arnulfo-briceno","https://www.e-chords.com/t/f17.gif"
